position_lat_gc_deg,position_long_gc_deg,position_h_sl_meters,attitude_roll_rad,attitude_pitch_rad,attitude_psi_rad,aero_alpha_rad,aero_beta_rad,velocities_p_rad_sec,velocities_q_rad_sec,velocities_r_rad_sec,fcs_aileron_cmd_norm,fcs_elevator_cmd_norm,fcs_throttle_cmd_norm,fcs_effective_aileron_pos,fcs_elevator_pos_rad,fcs_throttle_pos_norm,fcs_effective_aileron_pos_norm,fcs_elevator_pos_norm,reward_total,reward_roll,reward_pitch,reward_act_var,velocities_vt_mps,velocities_vt_kph,atmosphere_total_wind_north_mps,atmosphere_total_wind_east_mps,atmosphere_total_wind_down_mps,atmosphere_total_wind_north_kph,atmosphere_total_wind_east_kph,atmosphere_total_wind_down_kph,atmosphere_turb_north_mps,atmosphere_turb_east_mps,atmosphere_turb_down_mps,atmosphere_turb_north_kph,atmosphere_turb_east_kph,atmosphere_turb_down_kph,target_roll_rad,target_pitch_rad,error_roll_err,error_pitch_err,error_roll_integ_err,error_pitch_integ_err
2.870406535376657e-05,8.57626846962534e-08,600.0016757680983,0.1817132157670326,0.24366143503733992,6.113468496790429,0.14434738067375902,0.2122660763738751,1.2218424042208864,1.0399240489902999,-0.9308696369918367,1.0,0.22067302465438843,0.16380418132360108,0.5234902494871881,0.12718363475142166,0.012620672692707486,0.9999813349793167,0.2429486719014068,-0.3447261558365924,0.2358235978272269,0.10890255800936549,nan,16.61098501262663,59.80006267666691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9599310885968813,0.4886921905584123,0.7782178728298487,0.24503075552107237,0.16823803774298554,0.07494185090140125
3.0191204289892887e-05,1.074833238045381e-07,600.0128295840115,0.192092225111319,0.25560893825137515,6.1060237887582,0.14204087046763944,0.22349925198126683,1.1925455597928913,0.8771862905557729,-0.8696628779969852,1.0,0.19806388020515442,0.2182796704646125,0.5234953122616717,0.12039604045896873,0.021324148458629406,0.9999910059903656,0.22998287624711508,-0.33627100006137883,0.23267844348047342,0.1035925565809054,nan,16.58052341229679,59.69039996806947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9599310885968813,0.4886921905584123,0.7678388634855623,0.23308325230703714,0.17591642637784116,0.07727268342447162
3.1674535403485654e-05,1.3260117419424422e-07,600.025547578159,0.20220040316121676,0.2659140616361348,6.098975743719418,0.13843245653753114,0.2340825451060849,1.1669732708602083,0.7275672928889768,-0.8129108306664086,1.0,0.17198951542377472,0.2734206247952632,0.5234991118930137,0.10974355639441338,0.03227663622308348,0.9999982641206279,0.20963429239831377,-0.3286278609661631,0.22961535922292864,0.09901250174323445,nan,16.550220967912825,59.58131022582722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9599310885968813,0.4886921905584123,0.7577306854356645,0.2227781289222775,0.1834937332321978,0.07950046471369439
3.3154014457782697e-05,1.611766589598233e-07,600.0397416938246,0.21208029188323785,0.2747058725844695,6.092273563988776,0.1337438113615337,0.2440514559146559,1.144597351312872,0.5942472329328694,-0.7600754630839668,1.0,0.1449670046567917,0.32838418569056316,0.5235,0.09665571913956622,0.045380332272831274,0.9999999606,0.18463364915249453,-0.32172648376023016,0.22662145354958893,0.09510503021064125,nan,16.520491053158764,59.47428160805931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9599310885968813,0.4886921905584123,0.7478507967136434,0.2139863179739428,0.19097224119933423,0.08164032789343381
3.4629661606933576e-05,1.9322302768382635e-07,600.0553137936026,0.22177000374252834,0.28214483924234546,6.085884020543505,0.12820135134734098,0.2534377532791808,1.1248347125285285,0.4791713258190512,-0.7105332956454254,1.0,0.11918197572231293,0.38242421296645857,0.5235,0.0824976593275304,0.06050344773896199,0.9999999606,0.1575886458015714,-0.3154840000357326,0.22368517722859182,0.09179882280714081,nan,16.491686463217405,59.370584188396386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9599310885968813,0.4886921905584123,0.738161084854353,0.20654735131606683,0.19835385204787775,0.08370580140659448
3.610155385178619e-05,2.287127384410967e-07,600.0721601592601,0.2313033016623929,0.2884099159347627,6.079790314726705,0.12208036107605022,0.2622691602680297,1.107104980075687,0.38313822159250616,-0.6636415475128927,1.0,0.09637552499771118,0.434902338609523,0.5235,0.06849618094839408,0.07748685398525608,0.9999999606,0.13084274737276896,-0.3098106433482347,0.2207962990710571,0.08901434427717761,nan,16.46409032852174,59.271237245203054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9599310885968813,0.4886921905584123,0.7286277869344884,0.20028227462364961,0.20564012991722264,0.08570862415283097
3.756983087786115e-05,2.675488388671311e-07,600.090159520492,0.24070975464374714,0.29368675922620113,6.073989895035013,0.11563793157182507,0.27056850327124227,1.0908698348544443,0.30587807845767767,-0.6187855558340987,1.0,0.07781865447759628,0.48530457296098595,0.5235,0.05567688170810481,0.09615107846330478,0.9999999606,0.10635507070570328,-0.3046149393657709,0.21794585877367703,0.08666908059209384,nan,16.43793178752839,59.177065684049815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9599310885968813,0.4886921905584123,0.7192213339531341,0.19500543133221115,0.212832343256754,0.08765867846615308
3.903467871046422e-05,3.0959473902426807e-07,600.1091892183155,0.2500148734163865,0.2981569556040631,6.0684914759037865,0.10903401559128896,0.27835333186527283,1.0756680604042956,0.24623935275682968,-0.5754223922811692,1.0,0.06424006074666977,0.5332132878535556,0.523499964748369,0.044820655082939885,0.1163026809971568,0.9999998932616436,0.0856172938242714,-0.29980845245864857,0.21512612581227114,0.08468232664637743,nan,16.413390886908367,59.08871767855201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9599310885968813,0.4886921905584123,0.7099162151804947,0.1905352349543492,0.21993150540855894,0.08956403081569657
4.049629925517401e-05,3.5472677566093965e-07,600.1291455651552,0.2592403343811495,0.301989320578863,6.063311651385596,0.10242674772040483,0.28563763661412594,1.061140730021232,0.20248131933154842,-0.5331138136079946,1.0,0.05587329342961311,0.5782985729239069,0.5234999474952456,0.03643958079608301,0.13773942486991653,0.9999998603043891,0.06960760145246137,-0.2953095849047689,0.21233053158052476,0.08297905332424411,nan,16.39058681371365,59.00662230580375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9599310885968813,0.4886921905584123,0.7006907542157317,0.18670286997954927,0.22693841295071626,0.09143105951549206
4.1954921059796485e-05,4.0279122803513236e-07,600.1499232519865,0.2684043831830408,0.3053342630727849,6.058471620651852,0.09594400188791867,0.29243224349551356,1.0470380504615278,0.1724589674816143,-0.4915383867959466,1.0,0.05261607840657234,0.620339636992231,0.5234999695370428,0.03078264498912917,0.16025550682543616,0.9999999024090621,0.058801611798076324,-0.29104595931093763,0.2095535470951032,0.0814924122158344,nan,16.369598500514492,58.93106372551287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9599310885968813,0.4886921905584123,0.6915267054138405,0.1833579274856274,0.23385368000485468,0.09326463879034834
4.34107830458506e-05,4.536334816546712e-07,600.1714270754546,0.27752228866269346,0.3083201015180578,6.053994100510616,0.08968472230296354,0.29874593645735953,1.033218818303711,0.15382771586294627,-0.4504949432462292,1.0,0.05404621735215187,0.6591878634121588,0.5234999912166465,0.027872337468939287,0.18364615284381464,0.999999943821866,0.05324228533098222,-0.2869559183414266,0.20679054543460237,0.08016537290682423,nan,16.350471248064373,58.86220502180083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9599310885968813,0.4886921905584123,0.6824087999341878,0.1803720890403545,0.24067776800419655,0.09506835968075189
